,raw,timestamp,user,message,file_ind
0,[06:20] <cafuego> Tonren: http://mirror2.ubuntulinux.nl/dists/dapper-seveas/  -> search for 'Falcon'.,06:20,cafuego, search for 'Falcon'.,0
1,"[06:20] <selfharm> thanks dr willis, my next question was what flavor of vnc",06:20,selfharm," thanks dr willis, my next question was what flavor of vnc",1
2,=== roving_prole [n=Harper@c-71-199-16-110.hsd1.co.comcast.net]  has joined #ubuntu,,,,2
3,"[06:20] <RoninGurl> I get ""W:MD5 mismatch for: main/binary-i386/Packages, W:MD5 mismatch for: main/binary-i386/Packages.gz, E:Read error - read (5 Input/output error)"" when i try to add the 6.06.1 CD as a repository",06:20,RoninGurl," I get ""W:MD5 mismatch for: main/binary-i386/Packages, W:MD5 mismatch for: main/binary-i386/Packages.gz, E:Read error - read (5 Input/output error)"" when i try to add the 6.06.1 CD as a repository",3
4,=== Zarathu [n=zarathu@adsl-68-94-22-13.dsl.rcsntx.swbell.net]  has joined #ubuntu,,,,4
5,"[06:20] <Dr_Willis> selfharm,  then theres that xming tool  -->  http://freedesktop.org/wiki/Xming  thats handy",06:20,Dr_Willis,  http://freedesktop.org/wiki/Xming  thats handy,5
6,[06:21] <Tonren> cafuego:  GPG error: http://ubuntu.cafuego.net dapper-cafuego Release: The following signatures couldn't be verified because the public key is not available: NO_PUBKEY 580E2519969F3F57,06:21,Tonren, cafuego:  GPG error: http://ubuntu.cafuego.net dapper-cafuego Release: The following signatures couldn't be verified because the public key is not available: NO_PUBKEY 580E2519969F3F57,6
7,=== user1 [n=user1@c-24-61-239-60.hsd1.ma.comcast.net]  has joined #ubuntu,,,,7
8,"[06:21] <Dr_Willis> selfharm,  under linux - i tend to use the vnc4server  not noticed much differance in it and tightvnc..",06:21,Dr_Willis," selfharm,  under linux - i tend to use the vnc4server  not noticed much differance in it and tightvnc..",8
9,"[06:21] <cafuego> RoninGurl: disc broken, I'd hazard.",06:21,cafuego," RoninGurl: disc broken, I'd hazard.",9
10,"[06:21] <Tonren> cafuego: I've gotten that before, actually.  What in blazes does it mean?",06:21,Tonren," cafuego: I've gotten that before, actually.  What in blazes does it mean?",10
11,[06:21] <{K}Lubby> this is driving me crazy,06:21,{K}Lubby, this is driving me crazy,11
12,[06:21] <cafuego> Tonren: Check the home page at that url.,06:21,cafuego, Tonren: Check the home page at that url.,12
13,=== SmrtJustin [n=SmrtJust@72.241.36.169]  has joined #ubuntu,,,,13
14,"[06:22] <RoninGurl> it came straight from releases.ubuntu download page, hashes checked out. and i burned at half speed.",06:22,RoninGurl," it came straight from releases.ubuntu download page, hashes checked out. and i burned at half speed.",14
15,[06:22] <cafuego> Tonren: Means apt doesn't have the gpg key aprt that signed the package lists.,06:22,cafuego, Tonren: Means apt doesn't have the gpg key aprt that signed the package lists.,15
16,[06:22] <cafuego> Instructions on how toa dd are there.,06:22,cafuego, Instructions on how toa dd are there.,16
17,=== dfgas [n=dfgas@adsl-68-75-64-41.dsl.milwwi.ameritech.net]  has joined #ubuntu,,,,17
18,[06:22] <Tonren> cafuego: Figured it out; thanks.,06:22,Tonren, cafuego: Figured it out; thanks.,18
19,[06:22] <Tonren> cafuego: Didn't occur to me to just go to the freakin URL,06:22,Tonren, cafuego: Didn't occur to me to just go to the freakin URL,19
20,[06:22] <cafuego> <heh>,06:22,cafuego,,20
21,[06:23] <user1> hi all a little wile ago I had a problem with APT,06:23,user1, hi all a little wile ago I had a problem with APT,21
22,=== lloyd-din is now known as foolswisdom,,,,22
23,"[06:23] <Tonren> cafuego: So, now I'm supposed to restart?",06:23,Tonren," cafuego: So, now I'm supposed to restart?",23
24,"[06:23] <bruenig> user1, doyou still?",06:23,bruenig," user1, doyou still?",24
25,[06:23] <Tonren> bruenig: cheeky,06:23,Tonren, bruenig: cheeky,25
26,[06:23] <user1> the real problem was with SU,06:23,user1, the real problem was with SU,26
27,[06:23] <cafuego> Tonren: Or 'sudo rmmod bcm43xx; sudo modprobe bcm43xx',06:23,cafuego, Tonren: Or 'sudo rmmod bcm43xx; sudo modprobe bcm43xx',27
28,[06:24] <Tonren> cafuego: I already removed bcom AND ndiswrapper because neither worked,06:24,Tonren, cafuego: I already removed bcom AND ndiswrapper because neither worked,28
29,=== Madpilot [n=brian@ubuntu/member/madpilot]  has joined #ubuntu,,,,29
30,[06:24] <cafuego> Tonren: bcom needs this firmware to work.,06:24,cafuego, Tonren: bcom needs this firmware to work.,30
31,"[06:24] <pushpop> Is there a Wiki on how to install in vmware on a seperate partition from windows, then  boot nativly into ubuntu?",06:24,pushpop," Is there a Wiki on how to install in vmware on a seperate partition from windows, then  boot nativly into ubuntu?",31
32,[06:24] <user1> I just had to use sudo,06:24,user1, I just had to use sudo,32
33,"[06:24] <Tonren> cafuego: Gah, I shouldn't have removed BCom after all.  ERROR: Module bcm43xx does not exist in /proc/modules",06:24,Tonren," cafuego: Gah, I shouldn't have removed BCom after all.  ERROR: Module bcm43xx does not exist in /proc/modules",33
34,"[06:24] <cafuego> Tonren: That's fine, just ignore that. modprobe it and voila",06:24,cafuego," Tonren: That's fine, just ignore that. modprobe it and voila",34
35,[06:25] <Tonren> cafuego: sweet.,06:25,Tonren, cafuego: sweet.,35
36,"[06:25] <Tonren> cafuego: OK, so, now do I restart?  And it's supposed to just work?",06:25,Tonren," cafuego: OK, so, now do I restart?  And it's supposed to just work?",36
37,=== Flyoc_ [n=flyin_do@APlessis-Bouchard-153-1-23-247.w83-200.abo.wanadoo.fr]  has joined #ubuntu,,,,37
38,"[06:25] <bruenig> pushpop, I don't think that is possible, from what I have seen vmware creates virtual machines, it doesn't make an actual physical representation of all of the files that you can access",06:25,bruenig," pushpop, I don't think that is possible, from what I have seen vmware creates virtual machines, it doesn't make an actual physical representation of all of the files that you can access",38
39,"[06:25] <el_isma> pushpop: I don't get what you want to do, could you explain a bit?",06:25,el_isma," pushpop: I don't get what you want to do, could you explain a bit?",39
40,=== mitrovarr [n=mitrovar@host-69-146-63-25.rvt-wy.client.bresnan.net]  has joined #ubuntu,,,,40
41,[06:25] <Tonren> cafuego: NO wait!  There it is!  eth1!,06:25,Tonren, cafuego: NO wait!  There it is!  eth1!,41
42,=== Tonren 's heart skips a beat.,,,,42
43,=== Goldfisch [n=gregturn@user-0c6t46t.cable.mindspring.com]  has joined #ubuntu,,,,43
44,"[06:25] <cafuego> Tonren: No, it you just modprobe'd the bcm43xx module, you need not restart. 'iwconfig' should now list the device.",06:25,cafuego," Tonren: No, it you just modprobe'd the bcm43xx module, you need not restart. 'iwconfig' should now list the device.",44
45,=== Gumby [n=gumby@unaffiliated/gumby]  has joined #ubuntu,,,,45
46,[06:26] <cafuego> Tonren: 'sudo iwlist eth1 scan',06:26,cafuego, Tonren: 'sudo iwlist eth1 scan',46
47,=== apoth_ [n=lev@c-24-126-78-70.hsd1.ca.comcast.net]  has left #ubuntu [],,,,47
48,[06:26] <Tonren> cafuego: eth1 Interface doesn't support scanning : No such device,06:26,Tonren, cafuego: eth1 Interface doesn't support scanning : No such device,48
49,"[06:26] <mitrovarr> hey guys, I'm running a really minimalistic laptop on xubuntu.  Anyone have any special advice on how to keep the memory usage down aside from the obvious?  (i.e. I know not to run everything at once like a dumbass.)",06:26,mitrovarr," hey guys, I'm running a really minimalistic laptop on xubuntu.  Anyone have any special advice on how to keep the memory usage down aside from the obvious?  (i.e. I know not to run everything at once like a dumbass.)",49
50,[06:26] <Tonren> cafuego: eth1 clearly exists in iwconfig's output,06:26,Tonren, cafuego: eth1 clearly exists in iwconfig's output,50
51,=== geoffTheFish [n=geoff@p12770-adslbkksp4.C.csloxinfo.net]  has joined #ubuntu,,,,51
52,"[06:27] <cafuego> Tonren: Ooh, special! ;-)",06:27,cafuego," Tonren: Ooh, special! ;-)",52
53,"[06:27] <Tonren> cafuego: I know, I'm just too unique.",06:27,Tonren," cafuego: I know, I'm just too unique.",53
54,"[06:27] <bruenig> mitrovarr, don't use memory heavy applications :P",06:27,bruenig," mitrovarr, don't use memory heavy applications :P",54
55,[06:27] <RoninGurl> does this 6.06.1 release perhaps just have the updates ive already downloaded anyway perhaps? i have ubuntu upadate daily.,06:27,RoninGurl, does this 6.06.1 release perhaps just have the updates ive already downloaded anyway perhaps? i have ubuntu upadate daily.,55
56,[06:27] <user1> bruenig: it was just that su stopped working for some reason. I had to use sudo,06:27,user1, bruenig: it was just that su stopped working for some reason. I had to use sudo,56
57,=== Samineru [n=Samineru@c-69-248-142-177.hsd1.nj.comcast.net]  has joined #ubuntu,,,,57
58,"[06:27] <mitrovarr> heh... firefox doesn't like running on this.  It will, but it doesn't exactly fly",06:27,mitrovarr," heh... firefox doesn't like running on this.  It will, but it doesn't exactly fly",58
59,[06:27] <cafuego> RoninGurl: Then there will not be anything newer on the cd.,06:27,cafuego, RoninGurl: Then there will not be anything newer on the cd.,59
60,[06:27] <geoffTheFish> is there a CLI command to open a file with its default app?,06:27,geoffTheFish, is there a CLI command to open a file with its default app?,60
61,"[06:27] <bruenig> user1, you are supposed to use sudo?",06:27,bruenig," user1, you are supposed to use sudo?",61
62,[06:27] <mitrovarr> trying opera to see if it'll do better,06:27,mitrovarr, trying opera to see if it'll do better,62
63,"=== Goldfisch [n=gregturn@user-0c6t46t.cable.mindspring.com]  has left #ubuntu [""Leaving""]",,,,63
64,"[06:27] <mercykiller> mitrovarr, remove any uneeded services from init",06:27,mercykiller," mitrovarr, remove any uneeded services from init",64
65,[06:27] <Tonren> geoffTheFish: I've been searching for one of those for a while,06:27,Tonren, geoffTheFish: I've been searching for one of those for a while,65
66,"[06:28] <Tonren> geoffTheFish: OS X has an ""open"" command",06:28,Tonren," geoffTheFish: OS X has an ""open"" command",66
